id,email_address,first_name,last_name,address,city,county_name,state,zip,website_source,phone_number,gender,dob,registration_date,valid,extra,email_id,ethnicity,ownrent,domain,main_interest,sub_interest,latitude,longitude,uploaded,country,websource_id,interest_ids,DNC,source,first_name_norm,last_name_norm,zip_norm,first_name_cleaning_candidate,last_name_cleaning_candidate,name_cleaning_candidate,email_blank,email_syntax_failure,proposed_email_export_eligible,zip_state_assessable,geography_mismatch_candidate
89,michael.dummy@test.org,Michael,dummy,7662 Main St,New York,New York County,OR,97887,mail.com,271-998-9212,F,1969-09-27,2021-07-11,1,,email_89,Asian,,mail.com,travel,football,47.254942,-111.446590,2021-07-11,US,67,"50,100",,manual,michael,dummy,97887,0,1,0,0,0,1,1,0
90,matthew.baker@business.io,Matthew,Baker,2124 Main St,Austin,Austin County,CA,20454,business.io,390-739-6206,F,1979-02-22,2021-04-26,1,,email_90,Black,,business.io,travel,casual,39.506792,-100.471582,2021-04-26,US,49,"32,93",,api,matthew,baker,20454,0,0,0,0,0,1,1,1
91,joshua.young@mail.com,Joshua,Young,264 Main St,Phoenix,Phoenix County,WA,52299,test.org,707-969-9187,M,1968-06-20,2025-01-28,0,,email_91,Asian,,test.org,sports,domestic,39.878127,-123.127246,2025-01-28,US,12,"27,63",0,import,joshua,young,52299,0,0,0,0,0,1,1,1
92,kimberly.green@web.net,Kimberly,Green,3783 Main St,Austin,Austin County,SD,68685,test.org,820-763-4428,M,1965-03-28,2021-07-12,1,,email_92,Hispanic,,test.org,finance,football,32.941751,-83.934652,2021-07-12,US,32,"2,84",0,import,kimberly,green,68685,0,0,0,0,0,1,1,1
93,james.hernandez@mail.com,James,Hernandez,1519 Main St,San Antonio,San Antonio County,PA,92065,company.co,574-133-5327,M,1982-03-28,2026-06-01,1,,email_93,Asian,Own,company.co,finance,football,39.374102,-100.439171,2026-06-01,US,64,"1,60",,web,james,hernandez,92065,0,1,0,0,0,1,1,1
94,timothy.torres@example.com,Timothy,Torres,6863 Main St,Dallas,Dallas County,MI,68908,web.net,313-115-4022,F,1993-12-12,2023-03-26,1,,email_94,White,,web.net,fashion,mobile,28.804037,-113.450085,2023-03-26,US,75,"23,67",0,web,timothy,torres,68908,0,0,0,0,0,1,1,1
95,michelle.michelle@company.co,Michelle,Michelle,8519 Main St,San Diego,San Diego County,VA,24073,example.com,919-433-8703,F,1976-10-23,2021-06-10,0,,email_95,,Own,example.com,music,fitness,36.832741,-109.887739,2021-06-10,US,37,"26,54",0,web,michelle,michelle,24073,0,0,1,0,0,1,1,0
96,kevin.kevin@example.com,Kevin,Kevin,4426 Main St,Seattle,Seattle County,DC,20239,example.com,351-349-6552,F,2005-11-17,2025-04-04,0,,email_96,,Own,example.com,fashion,casual,38.870389,-102.312848,2025-04-04,US,49,"13,70",1,api,kevin,kevin,20239,0,0,1,0,0,1,1,0
97,mark.mark@web.net,Mark,Mark,9404 Main St,Phoenix,Phoenix County,MT,59087,mail.com,387-119-4632,Other,1984-09-01,2023-01-19,0,,email_97,White,Rent,mail.com,fashion,fitness,36.441500,-72.532828,2023-01-19,US,34,"44,86",1,manual,mark,mark,59087,0,0,1,0,0,1,1,0
98,baker@web.net,,Baker,1828 Main St,San Francisco,San Francisco County,SC,29101,business.io,285-593-8433,Other,1984-11-23,2022-11-08,1,,email_98,Asian,Rent,business.io,fashion,investing,45.654319,-100.689433,2022-11-08,US,73,"32,75",0,manual,,baker,29101,0,0,0,0,0,1,1,0
99,taylor@mail.com,,Taylor,6458 Main St,Phoenix,Phoenix County,MA,01068,mail.com,458-682-3569,F,1951-10-06,2026-11-10,0,,email_99,Black,Rent,mail.com,sports,domestic,28.003231,-91.005477,2026-11-10,US,37,"50,58",1,api,,taylor,01068,0,0,0,0,0,1,1,0
100,donald.anderson100@business.io,Donald,Anderson,4243 Main St,Denver,Denver County,VT,05343,business.io,502-655-3306,Other,1994-01-21,2023-10-17,1,,email_100,Hispanic,Rent,business.io,technology,investing,25.862720,-116.405907,2023-10-17,US,46,"39,89",1,web,donald,anderson,05343,1,0,0,0,0,1,1,0
